EFO Accession,CLO Accession,,Step,Type
EFO_0001172,CLO_0003639,,EFO-CLS-CLO,Valid
EFO_0002151,CLO_0002191,,EFO-CLS-CLO,Valid
EFO_0001175,CLO_0003647,,EFO-CLS-CLO,Valid
EFO_0002813,CLO_0001641,,EFO-CLS-CLO,Valid
EFO_0002108,CLO_0001654,,EFO-CLS-CLO,Valid
EFO_0001087,CLO_0001769,,EFO-CLS-CLO,Valid
EFO_0002373,CLO_0009201,,EFO-CLS-CLO,Valid
EFO_0002374,CLO_0009202,,EFO-CLS-CLO,Valid
EFO_0002249,CLO_0007980,,EFO-CLS-CLO,Valid
EFO_0002248,CLO_0007979,,EFO-CLS-CLO,Valid
EFO_0001177,CLO_0003650,,EFO-CLS-CLO,Valid
EFO_0002250,CLO_0007982,,EFO-CLS-CLO,Valid
EFO_0002376,CLO_0009204,,EFO-CLS-CLO,Valid
EFO_0002377,CLO_0009205,,EFO-CLS-CLO,Valid
EFO_0002378,CLO_0009206,,EFO-CLS-CLO,Valid
EFO_0006489,CLO_0009046,,EFO-CLS-CLO,Valid
EFO_0006736,CLO_0050100,,EFO-CLS-CLO,Valid
EFO_0001170,CLO_0003632,,EFO-CLS-CLO,Valid
EFO_0002057,CLO_0003629,,EFO-CLS-CLO,Valid
EFO_0001169,CLO_0003630,,EFO-CLS-CLO,Valid
EFO_0006594,CLO_0004240,,EFO-CLS-CLO,Valid
EFO_0002185,CLO_0003634,,EFO-CLS-CLO,Valid
EFO_0006595,CLO_0004245,,EFO-CLS-CLO,Valid
EFO_0002363,CLO_0009190,,EFO-CLS-CLO,Valid
EFO_0002367,CLO_0009216,,EFO-CLS-CLO,Valid
EFO_0006379,CLO_0002578,,EFO-CLS-CLO,Valid
EFO_0002364,CLO_0009191,,EFO-CLS-CLO,Valid
EFO_0002370,CLO_0009223,,EFO-CLS-CLO,Valid
EFO_0002371,CLO_0009199,,EFO-CLS-CLO,Valid
EFO_0006380,CLO_0002567,,EFO-CLS-CLO,Valid
EFO_0002369,CLO_0009198,,EFO-CLS-CLO,Valid
EFO_0006381,CLO_0002568,,EFO-CLS-CLO,Valid
EFO_0006376,CLO_0002576,,EFO-CLS-CLO,Valid
EFO_0002709,CLO_0002065,,EFO-CLS-CLO,Valid
EFO_0006563,CLO_0050137,,EFO-CLS-CLO,Valid
EFO_0006576,CLO_0003555,,EFO-CLS-CLO,Valid
EFO_0002184,CLO_0003599,,EFO-CLS-CLO,Valid
EFO_0006528,CLO_0001202,,EFO-CLS-CLO,Valid
EFO_0006374,CLO_0002574,,EFO-CLS-CLO,Valid
EFO_0002097,CLO_0001448,,EFO-CLS-CLO,Valid
EFO_0002098,CLO_0001450,,EFO-CLS-CLO,Valid
EFO_0002139,CLO_0002575,,EFO-CLS-CLO,Valid
EFO_0002099,CLO_0001485,,EFO-CLS-CLO,Valid
EFO_0006561,CLO_0002650,,EFO-CLS-CLO,Valid
EFO_0002839,CLO_0007880,,EFO-CLS-CLO,Valid
EFO_0002353,CLO_0009143,,EFO-CLS-CLO,Valid
EFO_0002358,CLO_0009182,,EFO-CLS-CLO,Valid
EFO_0005395,CLO_0007903,,EFO-CLS-CLO,Valid
EFO_0002195,CLO_0003785,,EFO-CLS-CLO,Valid
EFO_0002182,CLO_0003464,,EFO-CLS-CLO,Valid
EFO_0002121,CLO_0002119,,EFO-CLS-CLO,Valid
EFO_0006364,CLO_0002113,,EFO-CLS-CLO,Valid
EFO_0006597,CLO_0006670,,EFO-CLS-CLO,Valid
EFO_0002181,CLO_0003439,,EFO-CLS-CLO,Valid
EFO_0002135,CLO_0002543,,EFO-CLS-CLO,Valid
EFO_0002180,CLO_0003435,,EFO-CLS-CLO,Valid
EFO_0006583,CLO_0050982,,EFO-CLS-CLO,Valid
EFO_0002386,CLO_0009483,,EFO-CLS-CLO,Valid
EFO_0006771,CLO_0009487,,EFO-CLS-CLO,Valid
EFO_0002385,CLO_0009468,,EFO-CLS-CLO,Valid
EFO_0001258,CLO_0009467,,EFO-CLS-CLO,Valid
EFO_0002178,CLO_0002993,,EFO-CLS-CLO,Valid
EFO_0006472,CLO_0008423,,EFO-CLS-CLO,Valid
EFO_0002268,CLO_0008023,,EFO-CLS-CLO,Valid
EFO_0002265,CLO_0008017,,EFO-CLS-CLO,Valid
EFO_0006663,CLO_0008018,,EFO-CLS-CLO,Valid
EFO_0002266,CLO_0008019,,EFO-CLS-CLO,Valid
EFO_0002267,CLO_0008020,,EFO-CLS-CLO,Valid
EFO_0002382,CLO_0009421,,EFO-CLS-CLO,Valid
EFO_0006574,CLO_0002955,,EFO-CLS-CLO,Valid
EFO_0005724,CLO_0037203,,EFO-CLS-CLO,Valid
EFO_0002044,CLO_0001887,,EFO-CLS-CLO,Valid
EFO_0006662,CLO_0008015,,EFO-CLS-CLO,Valid
EFO_0002264,CLO_0008014,,EFO-CLS-CLO,Valid
EFO_0002117,CLO_0002001,,EFO-CLS-CLO,Valid
EFO_0002261,CLO_0008008,,EFO-CLS-CLO,Valid
EFO_0002262,CLO_0008009,,EFO-CLS-CLO,Valid
EFO_0003119,CLO_0008006,,EFO-CLS-CLO,Valid
EFO_0002260,CLO_0008007,,EFO-CLS-CLO,Valid
EFO_0006661,CLO_0008012,,EFO-CLS-CLO,Valid
EFO_0002263,CLO_0008013,,EFO-CLS-CLO,Valid
EFO_0005283,CLO_0004252,,EFO-CLS-CLO,Valid
EFO_0002046,CLO_0001891,,EFO-CLS-CLO,Valid
EFO_0002873,CLO_0009619,,EFO-CLS-CLO,Valid
EFO_0006538,CLO_0001949,,EFO-CLS-CLO,Valid
EFO_0002116,CLO_0001974,,EFO-CLS-CLO,Valid
EFO_0006537,CLO_0001926,,EFO-CLS-CLO,Valid
EFO_0002115,CLO_0001948,,EFO-CLS-CLO,Valid
EFO_0001176,CLO_0003649,,EFO-CLS-CLO,Valid
EFO_0003137,CLO_0003659,,EFO-CLS-CLO,Valid
EFO_0006393,CLO_0002997,,EFO-CLS-CLO,Valid
EFO_0002259,CLO_0008005,,EFO-CLS-CLO,Valid
EFO_0002258,CLO_0008004,,EFO-CLS-CLO,Valid
EFO_0002253,CLO_0007996,,EFO-CLS-CLO,Valid
EFO_0002254,CLO_0007997,,EFO-CLS-CLO,Valid
EFO_0006659,CLO_0007998,,EFO-CLS-CLO,Valid
EFO_0002814,CLO_0050792,,EFO-CLS-CLO,Valid
EFO_0002255,CLO_0008000,,EFO-CLS-CLO,Valid
EFO_0006660,CLO_0008001,,EFO-CLS-CLO,Valid
EFO_0002256,CLO_0008002,,EFO-CLS-CLO,Valid
EFO_0002257,CLO_0008003,,EFO-CLS-CLO,Valid
EFO_0001096,CLO_0002044,,EFO-CLS-CLO,Valid
EFO_0002120,CLO_0002115,,EFO-CLS-CLO,Valid
EFO_0002123,CLO_0002126,,EFO-CLS-CLO,Valid
EFO_0005282,CLO_0004254,,EFO-CLS-CLO,Valid
EFO_0006546,CLO_0002108,,EFO-CLS-CLO,Valid
EFO_0001216,CLO_0007641,,EFO-CLS-CLO,Valid
EFO_0006362,CLO_0001571,,EFO-CLS-CLO,Valid
EFO_0005460,CLO_0027837,,EFO-CLS-CLO,Valid
EFO_0006735,CLO_0050107,,EFO-CLS-CLO,Valid
EFO_0006278,CLO_0024626,,EFO-CLS-CLO,Valid
EFO_0006734,CLO_0050106,,EFO-CLS-CLO,Valid
EFO_0002109,CLO_0001686,,EFO-CLS-CLO,Valid
EFO_0002037,CLO_0001401,,EFO-CLS-CLO,Valid
EFO_0006451,CLO_0007446,,EFO-CLS-CLO,Valid
EFO_0005697,CLO_0007445,,EFO-CLS-CLO,Valid
EFO_0006763,CLO_0009161,,EFO-CLS-CLO,Valid
EFO_0002118,CLO_0002052,,EFO-CLS-CLO,Valid
EFO_0005721,CLO_0009054,,EFO-CLS-CLO,Valid
EFO_0006441,CLO_0004046,,EFO-CLS-CLO,Valid
EFO_0006690,CLO_0008080,,EFO-CLS-CLO,Valid
EFO_0002349,CLO_0009100,,EFO-CLS-CLO,Valid
EFO_0001093,CLO_0002042,,EFO-CLS-CLO,Valid
EFO_0001092,CLO_0002041,,EFO-CLS-CLO,Valid
EFO_0006761,CLO_0009103,,EFO-CLS-CLO,Valid
EFO_0002289,CLO_0008082,,EFO-CLS-CLO,Valid
EFO_0006588,CLO_0004053,,EFO-CLS-CLO,Valid
EFO_0001234,CLO_0008926,,EFO-CLS-CLO,Valid
EFO_0001089,CLO_0001925,,EFO-CLS-CLO,Valid
EFO_0002810,CLO_0001056,,EFO-CLS-CLO,Valid
EFO_0002200,CLO_0004265,,EFO-CLS-CLO,Valid
EFO_0004921,CLO_0025187,,EFO-CLS-CLO,Valid
EFO_0002204,CLO_0004286,,EFO-CLS-CLO,Valid
EFO_0001113,CLO_0036802,,EFO-CLS-CLO,Valid
EFO_0002337,CLO_0009055,,EFO-CLS-CLO,Valid
EFO_0002112,CLO_0001756,,EFO-CLS-CLO,Valid
EFO_0001212,CLO_0007637,,EFO-CLS-CLO,Valid
EFO_0001214,CLO_0007639,,EFO-CLS-CLO,Valid
EFO_0006752,CLO_0009035,,EFO-CLS-CLO,Valid
EFO_0002858,CLO_0009036,,EFO-CLS-CLO,Valid
EFO_0005231,CLO_0037231,,EFO-CLS-CLO,Valid
EFO_0002331,CLO_0009038,,EFO-CLS-CLO,Valid
EFO_0006587,CLO_0004038,,EFO-CLS-CLO,Valid
EFO_0001211,CLO_0007636,,EFO-CLS-CLO,Valid
EFO_0002190,CLO_0003672,,EFO-CLS-CLO,Valid
EFO_0002232,CLO_0007668,,EFO-CLS-CLO,Valid
EFO_0006271,CLO_0001749,,EFO-CLS-CLO,Valid
EFO_0007077,CLO_0036566,,EFO-CLS-CLO,Valid
EFO_0002073,CLO_0007730,,EFO-CLS-CLO,Valid
EFO_0003037,CLO_0002526,,EFO-CLS-CLO,Invalid
EFO_0006751,CLO_0009016,,EFO-CLS-CLO,Invalid
EFO_0002330,CLO_0009031,,EFO-CLS-CLO,Invalid
EFO_0002316,CLO_0008774,,EFO-CLS-CLO,Invalid
EFO_0006672,CLO_0008050,,EFO-CLS-CLO,Invalid
EFO_0006442,CLO_0004277,,EFO-CLS-CLO,Invalid
EFO_0005698,CLO_0002699,,EFO-CLS-CLO,Invalid
EFO_0006450,CLO_0007186,,EFO-CLS-CLO,Invalid
EFO_0006275,CLO_0002952,,EFO-CLS-CLO,Invalid
EFO_0006707,CLO_0008236,,EFO-CLS-CLO,Invalid
EFO_0006564,CLO_0002806,,EFO-CLS-CLO,Invalid
EFO_0006706,CLO_0008235,,EFO-CLS-CLO,Invalid
EFO_0006705,CLO_0008229,,EFO-CLS-CLO,Invalid
EFO_0006694,CLO_0008098,,EFO-CLS-CLO,Invalid
EFO_0006704,CLO_0008228,,EFO-CLS-CLO,Invalid
EFO_0002214,CLO_0007048,,EFO-CLS-CLO,Invalid
EFO_0006573,CLO_0002942,,EFO-CLS-CLO,Invalid
EFO_0005234,CLO_0008425,,EFO-CLS-CLO,Invalid
EFO_0005476,CLO_0007047,,EFO-CLS-CLO,Invalid
EFO_0002242,CLO_0007906,,EFO-CLS-CLO,Invalid
EFO_0006469,CLO_0008378,,EFO-CLS-CLO,Invalid
EFO_0002084,CLO_0009254,,EFO-CLS-CLO,Invalid
EFO_0006480,CLO_0008892,,EFO-CLS-CLO,Invalid
EFO_0002152,CLO_0002193,,EFO-CLS-CLO,Invalid
EFO_0002247,CLO_0007952,,EFO-CLS-CLO,Invalid
EFO_0001232,CLO_0008825,,EFO-CLS-CLO,Invalid
EFO_0002320,CLO_0008830,,EFO-CLS-CLO,Invalid
EFO_0006371,CLO_0002572,,EFO-CLS-CLO,Invalid
EFO_0006768,CLO_0009462,,EFO-CLS-CLO,Invalid
EFO_0005461,CLO_0009160,,EFO-CLS-CLO,Invalid
EFO_0002341,CLO_0009065,,EFO-CLS-CLO,Invalid
EFO_0002192,CLO_0003675,,EFO-CLS-CLO,Invalid
EFO_0006378,CLO_0002561,,EFO-CLS-CLO,Invalid
EFO_0006586,CLO_0003936,,EFO-CLS-CLO,Invalid
EFO_0002798,CLO_0007947,,EFO-CLS-CLO,Invalid
EFO_0002191,CLO_0003674,,EFO-CLS-CLO,Invalid
EFO_0006465,CLO_0008350,,EFO-CLS-CLO,Invalid
EFO_0001202,CLO_0007603,,EFO-CLS-CLO,Invalid
EFO_0002212,CLO_0007030,,EFO-CLS-CLO,Invalid
EFO_0006651,CLO_0007719,,EFO-CLS-CLO,Invalid
EFO_0002237,CLO_0007731,,EFO-CLS-CLO,Invalid
EFO_0002238,CLO_0007736,,EFO-CLS-CLO,Invalid
EFO_0002068,CLO_0007079,,EFO-CLS-CLO,Invalid
EFO_0006287,CLO_0007828,,EFO-CLS-CLO,Invalid
EFO_0002233,CLO_0007677,,EFO-CLS-CLO,Invalid
EFO_0006658,CLO_0007995,,EFO-CLS-CLO,Invalid
EFO_0002102,CLO_0001565,,EFO-CLS-CLO,Invalid
EFO_0002183,CLO_0003467,,EFO-CLS-CLO,Invalid
EFO_0005707,CLO_0001486,,EFO-CLS-CLO,Invalid
EFO_0002352,CLO_0009126,,EFO-CLS-CLO,Invalid
EFO_0006554,CLO_0002570,,EFO-CLS-CLO,Invalid
EFO_0006539,CLO_0001975,,EFO-CLS-CLO,Invalid
EFO_0002859,CLO_0009051,,EFO-CLS-CLO,Invalid
EFO_0006444,CLO_0004287,,EFO-CLS-CLO,Invalid
EFO_0002194,CLO_0003744,,EFO-CLS-CLO,Invalid
EFO_0002228,CLO_0007578,,EFO-CLO,Exact_Valid
EFO_0006457,CLO_0009915,,EFO-CLO,Exact_Valid
EFO_0002227,CLO_0007403,,EFO-CLO,Exact_Valid
EFO_0006640,CLO_0007394,,EFO-CLO,Exact_Valid
EFO_0001264,CLO_0009924,,EFO-CLO,Exact_Valid
EFO_0006717,CLO_0009971,,EFO-CLO,Exact_Valid
EFO_0002054,CLO_0037138,,EFO-CLO,Exact_Valid
EFO_0006599,CLO_0009990,,EFO-CLO,Exact_Valid
EFO_0006600,CLO_0009991,,EFO-CLO,Exact_Valid
EFO_0002077,CLO_0008738,,EFO-CLO,Exact_Valid
EFO_0007074,CLO_0009834,,EFO-CLO,Exact_Valid
EFO_0006644,CLO_0009970,,EFO-CLO,Exact_Valid
EFO_0002362,CLO_0009212,,EFO-CLO,Exact_Valid
EFO_0006549,CLO_0002201,,EFO-CLO,Exact_Valid
EFO_0002302,CLO_0008110,,EFO-CLO,Exact_Valid
EFO_0005442,CLO_0037096,,EFO-CLO,Exact_Valid
EFO_0003136,CLO_0037014,,EFO-CLO,Exact_Valid
EFO_0002202,CLO_0004278,,EFO-CLO,Exact_Valid
EFO_0002172,CLO_0002870,,EFO-CLO,Exact_Valid
EFO_0001179,CLO_0009910,,EFO-CLO,Exact_Valid
EFO_0005388,CLO_0009912,,EFO-CLO,Exact_Valid
EFO_0006543,CLO_0009944,,EFO-CLO,Exact_Valid
EFO_0001257,CLO_0009465,,EFO-CLO,Exact_Valid
EFO_0002792,CLO_0003740,,EFO-CLO,Exact_Valid
EFO_0005368,CLO_0003734,,EFO-CLO,Exact_Valid
EFO_0002166,CLO_0002802,,EFO-CLO,Exact_Valid
EFO_0006724,CLO_0037097,,EFO-CLO,Exact_Valid
EFO_0006753,CLO_0037289,,EFO-CLO,Exact_Valid
EFO_0006745,CLO_0037102,,EFO-CLO,Exact_Valid
EFO_0002203,CLO_0004279,,EFO-CLO,Exact_Valid
EFO_0006492,CLO_0037061,,EFO-CLO,Exact_Valid
EFO_0006367,CLO_0037048,,EFO-CLO,Exact_Valid
EFO_0006743,CLO_0037146,,EFO-CLO,Exact_Valid
EFO_0006473,CLO_0009856,,EFO-CLO,Exact_Valid
EFO_0002236,CLO_0007726,,EFO-CLO,Exact_Valid
EFO_0006725,CLO_0037098,,EFO-CLO,Exact_Valid
EFO_0002869,CLO_0009454,,EFO-CLO,Exact_Valid
EFO_0006766,CLO_0037104,,EFO-CLO,Exact_Valid
EFO_0006484,CLO_0037057,,EFO-CLO,Exact_Valid
EFO_0006355,CLO_0001088,,EFO-CLO,Exact_Valid
EFO_0006291,CLO_0008458,,EFO-CLO,Exact_Valid
EFO_0002078,CLO_0050050,,EFO-CLO,Exact_Valid
EFO_0001240,CLO_0009917,,EFO-CLO,Exact_Valid
EFO_0006601,CLO_0009992,,EFO-CLO,Exact_Valid
EFO_0002855,CLO_0037043,,EFO-CLO,Exact_Valid
EFO_0006613,CLO_0009843,,EFO-CLO,Exact_Valid
EFO_0005833,CLO_0050284,,EFO-CLO,Exact_Valid
EFO_0001246,CLO_0037189,,EFO-CLO,Exact_Valid
EFO_0002360,CLO_0009210,,EFO-CLO,Exact_Valid
EFO_0005361,CLO_0002306,,EFO-CLO,Exact_Valid
EFO_0002205,CLO_0003710,,EFO-CLO,Exact_Valid
EFO_0002357,CLO_0037063,,EFO-CLO,Exact_Valid
EFO_0002315,CLO_0008770,,EFO-CLO,Exact_Valid
EFO_0006625,CLO_0037093,,EFO-CLO,Exact_Valid
EFO_0002375,CLO_0009226,,EFO-CLO,Exact_Valid
EFO_0006579,CLO_0003679,,EFO-CLO,Exact_Valid
EFO_0002209,CLO_0051010,,EFO-CLO,Exact_Valid
EFO_0006285,CLO_0037182,,EFO-CLO,Exact_Valid
EFO_0006786,CLO_0009997,,EFO-CLO,Exact_Valid
EFO_0002106,CLO_0001605,,EFO-CLO,Exact_Valid
EFO_0006277,CLO_0027781,,EFO-CLO,Exact_Valid
EFO_0006603,CLO_0009994,,EFO-CLO,Exact_Valid
EFO_0006645,CLO_0009847,,EFO-CLO,Exact_Valid
EFO_0002856,CLO_0037148,,EFO-CLO,Exact_Valid
EFO_0006459,CLO_0037293,,EFO-CLO,Exact_Valid
EFO_0006572,CLO_0009835,,EFO-CLO,Exact_Valid
EFO_0006474,CLO_0008454,,EFO-CLO,Exact_Valid
EFO_0002069,CLO_0007091,,EFO-CLO,Exact_Valid
EFO_0001242,CLO_0009919,,EFO-CLO,Exact_Valid
EFO_0002366,CLO_0009215,,EFO-CLO,Exact_Valid
EFO_0001239,CLO_0009916,,EFO-CLO,Exact_Valid
EFO_0006779,CLO_0009923,,EFO-CLO,Exact_Valid
EFO_0006654,CLO_0009849,,EFO-CLO,Exact_Valid
EFO_0001084,CLO_0001352,,EFO-CLO,Exact_Valid
EFO_0002361,CLO_0009211,,EFO-CLO,Exact_Valid
EFO_0006762,CLO_0009921,,EFO-CLO,Exact_Valid
EFO_0002215,CLO_0007025,,EFO-CLO,Exact_Valid
EFO_0002083,CLO_0009218,,EFO-CLO,Exact_Valid
EFO_0001241,CLO_0009918,,EFO-CLO,Exact_Valid
EFO_0006446,CLO_0037140,,EFO-CLO,Exact_Valid
EFO_0005237,CLO_0009464,,EFO-CLO,Exact_Valid
EFO_0002103,CLO_0001582,,EFO-CLO,Exact_Valid
EFO_0005367,CLO_0002326,,EFO-CLO,Exact_Valid
EFO_0002831,CLO_0037142,,EFO-CLO,Exact_Valid
EFO_0006289,CLO_0009853,,EFO-CLO,Exact_Valid
EFO_0006742,CLO_0037055,,EFO-CLO,Exact_Valid
EFO_0006445,CLO_0009988,,EFO-CLO,Exact_Valid
EFO_0005450,CLO_0009901,,EFO-CLO,Exact_Valid
EFO_0006712,CLO_0009854,,EFO-CLO,Exact_Valid
EFO_0001082,CLO_0050894,,EFO-CLO,Exact_Valid
EFO_0001206,CLO_0007632,,EFO-CLO,Exact_Valid
EFO_0002338,CLO_0009056,,EFO-CLO,Exact_Valid
EFO_0001244,CLO_0009920,,EFO-CLO,Exact_Valid
EFO_0006284,CLO_0037130,,EFO-CLO,Exact_Valid
EFO_0006534,CLO_0037047,,EFO-CLO,Exact_Valid
EFO_0005362,CLO_0002307,,EFO-CLO,Exact_Valid
EFO_0005376,CLO_0037135,,EFO-CLO,Exact_Valid
EFO_0006282,CLO_0009965,,EFO-CLO,Exact_Valid
EFO_0001187,CLO_0003704,,EFO-CLO,Exact_Valid
EFO_0006478,CLO_0008869,,EFO-CLO,Exact_Valid
EFO_0003133,CLO_0037012,,EFO-CLO,Exact_Valid
EFO_0006550,CLO_0002336,,EFO-CLO,Exact_Valid
EFO_0006621,CLO_0037107,,EFO-CLO,Exact_Valid
EFO_0006366,CLO_0002178,,EFO-CLO,Exact_Valid
EFO_0001178,CLO_0009909,,EFO-CLO,Exact_Valid
EFO_0006496,CLO_0037272,,EFO-CLO,Exact_Valid
EFO_0003135,CLO_0037013,,EFO-CLO,Exact_Valid
EFO_0005363,CLO_0002310,,EFO-CLO,Exact_Valid
EFO_0006728,CLO_0037101,,EFO-CLO,Exact_Valid
EFO_0005722,CLO_0037076,,EFO-CLO,Exact_Valid
EFO_0006612,CLO_0009842,,EFO-CLO,Exact_Valid
EFO_0002852,CLO_0037039,,EFO-CLO,Exact_Valid
EFO_0001195,CLO_0006948,,EFO-CLO,Exact_Valid
EFO_0001098,CLO_0050871,,EFO-CLO,Exact_Valid
EFO_0006747,CLO_0037297,,EFO-CLO,Exact_Valid
EFO_0001199,CLO_0009913,,EFO-CLO,Exact_Valid
EFO_0002854,CLO_0037042,,EFO-CLO,Exact_Valid
EFO_0002354,CLO_0037059,,EFO-CLO,Exact_Valid
EFO_0006775,CLO_0037068,,EFO-CLO,Exact_Valid
EFO_0003118,CLO_0037032,,EFO-CLO,Exact_Valid
EFO_0006493,CLO_0037064,,EFO-CLO,Exact_Valid
EFO_0001219,CLO_0051422,,EFO-CLO,Exact_Valid
EFO_0003045,CLO_0003612,,EFO-CLO,Exact_Invalid
EFO_0002329,CLO_0009030,,EFO-CLO,Exact_Invalid
EFO_0006495,CLO_0037114,,EFO-CLO,Exact_Invalid
EFO_0006386,CLO_0037288,,EFO-CLO,Exact_Invalid
EFO_0006369,CLO_0037282,,EFO-CLO,Exact_Invalid
EFO_0005364,CLO_0002311,,EFO-CLO,Exact_Invalid
EFO_0003131,CLO_0037011,,EFO-CLO,Exact_Invalid
EFO_0006714,CLO_0037145,,EFO-CLO,Exact_Invalid
EFO_0006733,CLO_0009951,,EFO-CLO,Exact_Invalid
EFO_0005370,CLO_0009962,,EFO-CLO,Exact_Invalid
EFO_0005451,CLO_0009902,,EFO-CLO,Exact_Invalid
EFO_0006532,CLO_0037046,,EFO-CLO,Exact_Invalid
EFO_0002359,CLO_0009208,,EFO-CLO,Exact_Invalid
EFO_0006363,CLO_0009954,,EFO-CLO,Exact_Invalid
EFO_0005718,CLO_0037163,,EFO-CLO,Exact_Invalid
EFO_0002355,CLO_0037060,,EFO-CLO,Exact_Invalid
EFO_0006368,CLO_0009957,,EFO-CLO,Exact_Invalid
EFO_0007752,CLO_0037117,,EFO-CLO,Exact_Invalid
EFO_0006701,CLO_0037143,,EFO-CLO,Exact_Invalid
EFO_0002372,CLO_0009224,,EFO-CLO,Exact_Invalid
EFO_0006702,CLO_0037144,,EFO-CLO,Exact_Invalid
EFO_0006774,CLO_0009615,,EFO-CLO,Exact_Invalid
EFO_0003044,CLO_0008089,,EFO-CLO,Exact_Invalid
EFO_0002356,CLO_0037062,,EFO-CLO,Exact_Invalid
EFO_0006741,CLO_0037113,,EFO-CLO,Exact_Invalid
EFO_0006541,CLO_0009942,,EFO-CLO,Exact_Invalid
EFO_0006370,CLO_0009958,,EFO-CLO,Exact_Invalid
EFO_0003129,CLO_0009999,,EFO-CLO,Exact_Invalid
EFO_0001196,CLO_0006951,,EFO-CLO,Exact_Invalid
EFO_0006449,CLO_0037176,,EFO-CLO,Exact_Invalid
EFO_0006453,CLO_0037094,,EFO-CLO,Exact_Invalid
EFO_0005453,CLO_0009903,,EFO-CLO,Exact_Invalid
EFO_0006476,CLO_0009972,,EFO-CLO,Exact_Invalid
EFO_0006542,CLO_0009943,,EFO-CLO,Exact_Invalid
EFO_0006540,CLO_0009941,,EFO-CLO,Exact_Invalid
EFO_0002368,CLO_0009221,,EFO-CLO,Exact_Invalid
EFO_0006746,CLO_0037103,,EFO-CLO,Exact_Invalid
EFO_0002791,CLO_0003699,,EFO-CLO,Exact_Invalid
EFO_0005726,CLO_0007366,,EFO-CLO,Exact_Invalid
EFO_0006605,CLO_0037173,,EFO-CLO,Exact_Invalid
EFO_0005725,CLO_0001915,,EFO-CLO,Exact_Invalid
EFO_0006622,CLO_0037108,,EFO-CLO,Exact_Invalid
EFO_0006548,CLO_0009955,,EFO-CLO,Exact_Invalid
EFO_0006700,CLO_0037051,,EFO-CLO,Exact_Invalid
EFO_0005389,CLO_0037175,,EFO-CLO,Exact_Invalid
EFO_0001086,CLO_0001601,,EFO-CLO,Multi
EFO_0001086,CLO_0050025,,EFO-CLO,Multi
EFO_0001099,CLO_0002172,,EFO-CLO,Multi
EFO_0001099,CLO_0050627,,EFO-CLO,Multi
EFO_0001182,CLO_0001230,,EFO-CLO,Multi
EFO_0001182,CLO_0037237,,EFO-CLO,Multi
EFO_0001185,CLO_0003684,,EFO-CLO,Multi
EFO_0001185,CLO_0050910,,EFO-CLO,Multi
EFO_0001203,CLO_0007606,,EFO-CLO,Multi
EFO_0001203,CLO_0050868,,EFO-CLO,Multi
EFO_0001215,CLO_0007640,,EFO-CLO,Multi
EFO_0001215,CLO_0050867,,EFO-CLO,Multi
EFO_0001220,CLO_0007825,,EFO-CLO,Multi
EFO_0001220,CLO_0050992,,EFO-CLO,Multi
EFO_0001233,CLO_0008922,,EFO-CLO,Multi
EFO_0001233,CLO_0050052,,EFO-CLO,Multi
EFO_0001253,CLO_0009348,,EFO-CLO,Multi
EFO_0001253,CLO_0050999,,EFO-CLO,Multi
EFO_0001254,CLO_0009457,,EFO-CLO,Multi
EFO_0001254,CLO_0009458,,EFO-CLO,Multi
EFO_0002050,CLO_0001934,,EFO-CLO,Multi
EFO_0002050,CLO_0001935,,EFO-CLO,Multi
EFO_0002050,CLO_0050014,,EFO-CLO,Multi
EFO_0002067,CLO_0007059,,EFO-CLO,Multi
EFO_0002067,CLO_0050123,,EFO-CLO,Multi
EFO_0002067,CLO_0050126,,EFO-CLO,Multi
EFO_0002074,CLO_0008395,,EFO-CLO,Multi
EFO_0002074,CLO_0051535,,EFO-CLO,Multi
EFO_0002085,CLO_0009258,,EFO-CLO,Multi
EFO_0002085,CLO_0050636,,EFO-CLO,Multi
EFO_0002095,CLO_0001199,,EFO-CLO,Multi
EFO_0002095,CLO_0001200,,EFO-CLO,Multi
EFO_0002096,CLO_0001421,,EFO-CLO,Multi
EFO_0002096,CLO_0050845,,EFO-CLO,Multi
EFO_0002101,CLO_0001560,,EFO-CLO,Multi
EFO_0002101,CLO_0050637,,EFO-CLO,Multi
EFO_0002149,CLO_0002175,,EFO-CLO,Multi
EFO_0002149,CLO_0002176,,EFO-CLO,Multi
EFO_0002169,CLO_0002708,,EFO-CLO,Multi
EFO_0002169,CLO_0050991,,EFO-CLO,Multi
EFO_0002196,CLO_0003795,,EFO-CLO,Multi
EFO_0002196,CLO_0050810,,EFO-CLO,Multi
EFO_0002222,CLO_0007125,,EFO-CLO,Multi
EFO_0002222,CLO_0050989,,EFO-CLO,Multi
EFO_0002300,CLO_0003609,,EFO-CLO,Multi
EFO_0002300,CLO_0008105,,EFO-CLO,Multi
EFO_0002324,CLO_0008734,,EFO-CLO,Multi
EFO_0002324,CLO_0050995,,EFO-CLO,Multi
EFO_0002380,CLO_0009269,,EFO-CLO,Multi
EFO_0002380,CLO_0050979,,EFO-CLO,Multi
EFO_0002392,CLO_0009709,,EFO-CLO,Multi
EFO_0002392,CLO_0051564,,EFO-CLO,Multi
EFO_0002713,CLO_0008381,,EFO-CLO,Multi
EFO_0002713,CLO_0050102,,EFO-CLO,Multi
EFO_0002793,CLO_0003775,,EFO-CLO,Multi
EFO_0002793,CLO_0050972,,EFO-CLO,Multi
